dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
22128,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.604945,0.092868,0.81293,0.043514,0.836858,0.052766,0.771537,0.084449,0.801779,0.049278,0.804197,0.047794,0.608395,0.095588
21937,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 125}",0.60263,0.093867,0.81165,0.04419,0.835305,0.054601,0.770748,0.084801,0.800562,0.049603,0.803026,0.048146,0.606053,0.096292
3110,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.611063,0.092798,0.8159,0.043505,0.840004,0.052902,0.774202,0.084514,0.804664,0.049375,0.807103,0.04775,0.614205,0.095499
6956,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.618116,0.090622,0.817494,0.04309,0.830693,0.052694,0.794657,0.079981,0.810921,0.047631,0.812675,0.046543,0.62535,0.093087
813,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 175}",0.618252,0.092291,0.81767,0.044081,0.831687,0.054174,0.793397,0.078894,0.810806,0.047951,0.812542,0.04705,0.625083,0.0941
6379,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 125}",0.614081,0.090626,0.81497,0.043619,0.825754,0.05496,0.796303,0.078241,0.809341,0.047253,0.811028,0.046299,0.622057,0.092598
15592,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.611205,0.092936,0.814642,0.044348,0.831124,0.054737,0.786106,0.081216,0.806665,0.048792,0.808615,0.047612,0.61723,0.095223
3315,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.616148,0.090691,0.817103,0.043103,0.83403,0.053783,0.787831,0.081368,0.808937,0.047766,0.81093,0.046594,0.621861,0.093189
10215,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 125}",0.611168,0.092932,0.816016,0.043836,0.840317,0.053122,0.773988,0.082884,0.804783,0.049275,0.807152,0.047721,0.614305,0.095443
4095,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.618568,0.091333,0.817634,0.043271,0.830578,0.052706,0.795229,0.080829,0.811144,0.047773,0.812903,0.046865,0.625807,0.09373
