dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
23387,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625194,0.084689,0.812273,0.043162,0.787902,0.058468,0.854431,0.067751,0.81918,0.043392,0.821166,0.043221,0.642332,0.086442
22246,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 150}",0.600928,0.097361,0.810027,0.045831,0.828702,0.054752,0.777658,0.086531,0.800992,0.051251,0.80318,0.050056,0.60636,0.100113
22247,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 150}",0.600928,0.097361,0.810027,0.045831,0.828702,0.054752,0.777658,0.086531,0.800992,0.051251,0.80318,0.050056,0.60636,0.100113
19728,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 200}",0.594997,0.094149,0.807151,0.044724,0.826309,0.055268,0.774046,0.084653,0.797948,0.049692,0.800177,0.048471,0.600355,0.096943
19729,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 200}",0.594997,0.094149,0.807151,0.044724,0.826309,0.055268,0.774046,0.084653,0.797948,0.049692,0.800177,0.048471,0.600355,0.096943
7634,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 400}",0.600277,0.094346,0.81074,0.04421,0.835906,0.054499,0.767229,0.087194,0.798903,0.050232,0.801568,0.048603,0.603135,0.097206
7635,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 400}",0.600277,0.094346,0.81074,0.04421,0.835906,0.054499,0.767229,0.087194,0.798903,0.050232,0.801568,0.048603,0.603135,0.097206
13014,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.597557,0.095553,0.809327,0.04527,0.834022,0.056128,0.766634,0.086141,0.797716,0.050776,0.800328,0.049117,0.600656,0.098234
13015,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.597557,0.095553,0.809327,0.04527,0.834022,0.056128,0.766634,0.086141,0.797716,0.050776,0.800328,0.049117,0.600656,0.098234
19062,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 400}",0.612421,0.095222,0.815409,0.045144,0.833254,0.055363,0.784555,0.083114,0.806845,0.049714,0.808905,0.048599,0.617809,0.097197
