name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
21226,0.6312875,0.008203145768545118,0.3945285,0.019594636013460447,0.9458845,0.006941667270908312,0.3899455,0.007073189132209024,0.6089285,0.012492455503222727,0.6702064999999999,0.006326484371275989,0.3404125,0.012652261635770889
21227,0.72355,0.0,0.646768,0.0,0.825,0.0,0.473086,0.0,0.728221,0.0,0.735884,0.0,0.471768,0.0
21228,0.633399,0.008195367593952079,0.3973065,0.018285074254702906,0.947104,0.005217033831594345,0.394374,0.00865781542884811,0.611275,0.011964246737676416,0.6722049999999999,0.006533666658163718,0.34441,0.013067333316327395
21229,0.727772,0.0,0.652256,0.0,0.827439,0.0,0.481339,0.0,0.732174,0.0,0.739847,0.0,0.479695,0.0
21230,0.6323460000000001,0.009684534475130983,0.3954545,0.020904197772217907,0.947104,0.005217033831594345,0.3926145,0.01080388450974925,0.6099195,0.014151328011886339,0.671279,0.007843228416921179,0.34255800000000003,0.015686456833842396
21231,0.724602,0.0,0.646768,0.0,0.827439,0.0,0.475746,0.0,0.729245,0.0,0.737103,0.0,0.474207,0.0
21232,0.642945,0.0067146859941474195,0.4130135,0.016975512495945446,0.9484455,0.006941667270908391,0.4094485,0.004946211934399881,0.6244449999999999,0.010377499120693787,0.6807295,0.005016922612518607,0.3614585,0.010033138118255928
21233,0.742576,0.0,0.669024,0.0,0.839817,0.0,0.509848,0.0,0.74738,0.0,0.75442,0.0,0.508841,0.0
21234,0.6408400000000001,0.0067146859941474984,0.4102525,0.018309115885263273,0.947226,0.008666300710222358,0.4051355,0.0037596867555688847,0.6219605,0.010895808391303516,0.678739,0.004821054034129874,0.357478,0.009642108068259748
21235,0.744703,0.0,0.670842,0.0,0.842317,0.0,0.514033,0.0,0.74959,0.0,0.756579,0.0,0.513159,0.0
21236,0.642945,0.0067146859941474195,0.4130135,0.016975512495945446,0.9484455,0.006941667270908391,0.409308,0.004747514928886479,0.6244305,0.010356993024039415,0.6807295,0.005016922612518607,0.3614585,0.010033138118255928
21237,0.742576,0.0,0.669024,0.0,0.839817,0.0,0.509848,0.0,0.74738,0.0,0.75442,0.0,0.508841,0.0
21238,0.6413665,0.0074592694347369115,0.4102525,0.018309115885263273,0.9484455,0.006941667270908391,0.4069005,0.00625577369315742,0.62225,0.011305223217610523,0.679349,0.005683724307177462,0.3586975,0.011366741507573715
21239,0.746809,0.0,0.674545,0.0,0.842317,0.0,0.517282,0.0,0.75184,0.0,0.758431,0.0,0.516863,0.0
21240,0.6218645,0.011172994249528685,0.3695625,0.023569990337291187,0.957043,0.00530330085889915,0.38434250000000003,0.012293051390928157,0.5931919999999999,0.017103498823340203,0.6633025,0.009133698292586681,0.32660500000000003,0.018267396585173245
21241,0.720381,0.0,0.635758,0.0,0.832439,0.0,0.469522,0.0,0.726113,0.0,0.734098,0.0,0.468197,0.0
21242,0.6176425,0.009683827368349777,0.36309800000000003,0.01961797053723961,0.9557929999999999,0.0035355339059327407,0.3768985,0.011690596413357165,0.587642,0.014761561164050292,0.6594450000000001,0.008041218315653452,0.31889,0.01608243663130683
21243,0.715129,0.0,0.630236,0.0,0.827561,0.0,0.459346,0.0,0.720541,0.0,0.728898,0.0,0.457797,0.0
21244,0.6213325,0.010420632634346151,0.3677105,0.020950866819776228,0.9582930000000001,0.0035355339059327407,0.38443649999999996,0.012425987465791204,0.5921989999999999,0.01569918475590369,0.6630015,0.008708020010312309,0.32600300000000004,0.017416040020624655
21245,0.721433,0.0,0.635758,0.0,0.834939,0.0,0.472065,0.0,0.727248,0.0,0.735348,0.0,0.470697,0.0
21246,0.6181745000000001,0.01043618898353231,0.36309800000000003,0.01961797053723961,0.957043,0.001767766952966331,0.3785635,0.014045261994708368,0.5880540000000001,0.01534421715174804,0.6600699999999999,0.008925101792136618,0.32014,0.017850203584273198
21247,0.717234,0.0,0.632088,0.0,0.83,0.0,0.463637,0.0,0.722735,0.0,0.731044,0.0,0.462088,0.0
21248,0.5965455,0.0022408213895802314,0.400118,0.0013095617587575005,0.8572255,0.006941667270908312,0.28477399999999997,0.007066825171178358,0.5832005,0.00130461201128917,0.6286715,0.0028164063094659898,0.2573435,0.005632105512150851
21249,0.610773,0.0,0.460269,0.0,0.810427,0.0,0.285562,0.0,0.608337,0.0,0.635348,0.0,0.270696,0.0
21250,0.596019,0.0014962379489907394,0.39920900000000004,0.0025950818869546343,0.8572255,0.006941667270908312,0.2839275,0.005869693390629533,0.582569,0.000411536146650629,0.628217,0.002173646245367462,0.2564345,0.004346585383953717
21251,0.60972,0.0,0.460269,0.0,0.807988,0.0,0.2828,0.0,0.607419,0.0,0.634129,0.0,0.268257,0.0
21252,0.5965455,0.0022408213895802314,0.400118,0.0013095617587575005,0.8572255,0.006941667270908312,0.28477399999999997,0.007066825171178358,0.5832005,0.00130461201128917,0.6286715,0.0028164063094659898,0.2573435,0.005632105512150851
21253,0.610773,0.0,0.460269,0.0,0.810427,0.0,0.285562,0.0,0.608337,0.0,0.635348,0.0,0.270696,0.0
21254,0.5954925,0.0007360981592152453,0.400118,0.003880602015151768,0.8547865,0.003492400392280377,0.2815825,0.0001774838020778243,0.5823845000000001,0.0015987684322627538,0.6274525,0.0001944543648263184,0.2549045,0.00038820162287139066
21255,0.60972,0.0,0.460269,0.0,0.807988,0.0,0.2828,0.0,0.607419,0.0,0.634129,0.0,0.268257,0.0
21256,0.5881355,0.0007516545084013255,0.387239,0.006523767163227057,0.8548169999999999,0.006898533757255948,0.2690395,0.002314360494823588,0.5727815,0.002601445847985378,0.6210279999999999,0.00018809040379561348,0.242056,0.0003747665940288721
21257,0.60551,0.0,0.452862,0.0,0.807988,0.0,0.27628,0.0,0.602238,0.0,0.630425,0.0,0.26085,0.0
21258,0.588141,0.0007438763338082854,0.388165,0.005214205404469595,0.8535975,0.005173900317941981,0.26850399999999996,0.0015570491321727647,0.5730305,0.0022493066709544786,0.620881,1.979898987324313e-05,0.2417625,4.030508652763427e-05
21259,0.60551,0.0,0.452862,0.0,0.807988,0.0,0.27628,0.0,0.602238,0.0,0.630425,0.0,0.26085,0.0
21260,0.588667,0.0,0.388165,0.005214205404469595,0.8548169999999999,0.006898533757255948,0.2699125,0.003548968934775279,0.5734090000000001,0.0017140268375962567,0.621491,0.000842871283174344,0.242982,0.0016843283527863528
21261,0.60551,0.0,0.452862,0.0,0.807988,0.0,0.27628,0.0,0.602238,0.0,0.630425,0.0,0.26085,0.0
21262,0.588141,0.0007438763338082854,0.388165,0.005214205404469595,0.8535975,0.005173900317941981,0.26850399999999996,0.0015570491321727647,0.5730305,0.0022493066709544786,0.620881,1.979898987324313e-05,0.2417625,4.030508652763427e-05
21263,0.60551,0.0,0.452862,0.0,0.807988,0.0,0.27628,0.0,0.602238,0.0,0.630425,0.0,0.26085,0.0
21264,0.595493,0.0007523616151825324,0.394579,0.0039046436457121345,0.8620425,0.006941667270908391,0.2857815,0.005636348152837974,0.57999,0.0006194255403194856,0.6283110000000001,0.001518865365988653,0.2566215,0.003037023625196256
21265,0.613942,0.0,0.463939,0.0,0.812866,0.0,0.292146,0.0,0.611609,0.0,0.638403,0.0,0.276805,0.0
21266,0.5949665,0.0014969450557719463,0.39365300000000003,0.007833328921984557,0.8620425,0.006941667270908391,0.28491,0.002006769045007427,0.579228,0.0033955267632577823,0.627848,0.0004454772721475387,0.25569600000000003,0.0008909545442950381
21267,0.613942,0.0,0.463939,0.0,0.812866,0.0,0.292146,0.0,0.611609,0.0,0.638403,0.0,0.276805,0.0
21268,0.595493,0.0007523616151825324,0.394579,0.0039046436457121345,0.8620425,0.006941667270908391,0.2857815,0.005636348152837974,0.57999,0.0006194255403194856,0.6283110000000001,0.001518865365988653,0.2566215,0.003037023625196256
21269,0.611825,0.0,0.462088,0.0,0.810366,0.0,0.287994,0.0,0.609126,0.0,0.636227,0.0,0.272453,0.0
21270,0.5944455,0.0007445834405894137,0.394579,0.006523767163227096,0.8596035,0.010390934149536325,0.28285499999999997,0.007280371419096713,0.5789935,0.001307440438413919,0.6270914999999999,0.0019339370465452379,0.254183,0.0038678740930903972
21271,0.611837,0.0,0.462088,0.0,0.810427,0.0,0.287529,0.0,0.609385,0.0,0.636257,0.0,0.272514,0.0
21272,0.584983,0.002233043214987113,0.38537,0.001309561758757461,0.849939,0.006898533757256027,0.2625675,0.007143899810327671,0.569198,0.0015612917728598883,0.6176550000000001,0.002794485999249283,0.2353095,0.005589679105279655
21273,0.607626,0.0,0.454714,0.0,0.810488,0.0,0.280631,0.0,0.604538,0.0,0.632601,0.0,0.265202,0.0
21274,0.5855095,0.002977626655576527,0.384461,0.002595081886954595,0.8524084999999999,0.010390934149536325,0.26455150000000005,0.00994969951807591,0.569404,0.0018526197667088017,0.6184350000000001,0.003897572577900301,0.2368695,0.0077958522625816715
21275,0.605521,0.0,0.45101,0.0,0.810488,0.0,0.277307,0.0,0.601716,0.0,0.630749,0.0,0.261498,0.0
